filePath;Package Name;Class Name;TLOC;TASSERT;TCM
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\internal\ArgsTest.java;org.jfree.chart.internal;ArgsTest;54;3;18,00
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\internal\CloneUtilsTest.java;org.jfree.chart.internal;CloneUtilsTest;78;5;15,60
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\internal\HashUtilsTest.java;org.jfree.chart.internal;HashUtilsTest;57;2;28,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\internal\LineUtilsTest.java;org.jfree.chart.internal;LineUtilsTest;120;36;3,33
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\internal\SerialUtilsTest.java;org.jfree.chart.internal;SerialUtilsTest;110;5;22,00
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java;org.jfree.chart.internal;ShapeUtilsTest;120;17;7,06
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\JFreeChartTest.java;org.jfree.chart;JFreeChartTest;380;52;7,31
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGeneratorTest.java;org.jfree.chart.labels;BoxAndWhiskerToolTipGeneratorTest;108;12;9,00
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGeneratorTest.java;org.jfree.chart.labels;BoxAndWhiskerXYToolTipGeneratorTest;127;15;8,47
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\BubbleXYItemLabelGeneratorTest.java;org.jfree.chart.labels;BubbleXYItemLabelGeneratorTest;163;27;6,04
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\CustomXYItemLabelGeneratorTest.java;org.jfree.chart.labels;CustomXYItemLabelGeneratorTest;87;5;17,40
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\HighLowItemLabelGeneratorTest.java;org.jfree.chart.labels;HighLowItemLabelGeneratorTest;109;13;8,38
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\IntervalCategoryItemLabelGeneratorTest.java;org.jfree.chart.labels;IntervalCategoryItemLabelGeneratorTest;117;13;9,00
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\IntervalCategoryToolTipGeneratorTest.java;org.jfree.chart.labels;IntervalCategoryToolTipGeneratorTest;131;14;9,36
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\ItemLabelAnchorTest.java;org.jfree.chart.labels;ItemLabelAnchorTest;61;3;20,33
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\ItemLabelPositionTest.java;org.jfree.chart.labels;ItemLabelPositionTest;67;3;22,33
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\MultipleXYSeriesLabelGeneratorTest.java;org.jfree.chart.labels;MultipleXYSeriesLabelGeneratorTest;112;15;7,47
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardCategoryItemLabelGeneratorTest.java;org.jfree.chart.labels;StandardCategoryItemLabelGeneratorTest;156;19;8,21
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardCategorySeriesLabelGeneratorTest.java;org.jfree.chart.labels;StandardCategorySeriesLabelGeneratorTest;121;12;10,08
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardCategoryToolTipGeneratorTest.java;org.jfree.chart.labels;StandardCategoryToolTipGeneratorTest;136;16;8,50
C:\Users\Simo\eclipse-workspace\3913TP1\src\main\java\com\TP1\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardFlowLabelGeneratorTest.java;org.jfree.chart.labels;StandardFlowLabelGeneratorTest;64;5;12,80
